feature,loading
云,0.12630471499871132
何,0.12529443377949928
佛,0.1148024239115772
名,0.11455644790146567
世,0.11003852711900547
尊,0.10898385786919787
言,0.09889359970610655
七,0.09698942896444043
寶,0.09698942896444043
滿,0.09420701230694932
議,-0.09792505666003525
悉,-0.09808880072552467
時,-0.09983025908328175
稱,-0.10183706949327759
利,-0.10193320343739369
聽,-0.10292947299164454
乘,-0.10365992760514961
當,-0.10545384666415944
復,-0.10782253137665601
事,-0.11608146224136195
