translator,count,mean,std,min,25%,50%,75%,max
Kumarajiva,11.0,6.665231250246706,0.26423885671130415,6.156602938571201,6.525054909190638,6.648384639154197,6.846409599757877,7.032779247502023
Xuanzang,19.0,6.764630799902495,0.276436528845726,6.264335295752405,6.643680911710289,6.774884780059934,6.966043904476393,7.208693879825775
